,payment method,categoria Horeca,metodo Pagamento,venduto,citta,macroregione,regione,provincia,data,transazione media,Profitto
2742,maestro,Stabilimento Balneare,visa,563556,Rocca di Neto,Sud,Calabria,Crotone,2026-07-05,69,192902
2743,mastercard,Hotel,mastercard,105370,Rocca di Neto,Sud,Calabria,Crotone,2026-07-06,21,40295
2744,bancomat,Pasticceria,paypal,439045,Rocca di Neto,Sud,Calabria,Crotone,2026-07-07,23,54245
2745,carta fedelta,Enoteca,buono pasto,263778,Rocca di Neto,Sud,Calabria,Crotone,2026-07-08,12,130331
2746,visa,Pasticceria,buono pasto,211603,Rocca di Neto,Sud,Calabria,Crotone,2026-07-09,56,21808
2747,postepay,Bar,paypal,548638,Rocca di Neto,Sud,Calabria,Crotone,2026-07-10,26,83055
2748,paypal,Pasticceria,mastercard,304029,Rocca di Neto,Sud,Calabria,Crotone,2026-07-11,46,95442
2749,satispay,Pizzeria,carta fedelta,817879,Rocca di Neto,Sud,Calabria,Crotone,2026-07-12,93,306050
2750,contante,Enoteca,bancomat,382615,San Nicola dell'Alto,Sud,Calabria,Crotone,2026-07-13,6,120933
2751,buono pasto,Enoteca,postepay,299006,San Nicola dell'Alto,Sud,Calabria,Crotone,2026-07-14,64,113197
2752,maestro,Pasticceria,buono pasto,688058,San Nicola dell'Alto,Sud,Calabria,Crotone,2026-07-15,74,66530
2753,mastercard,Ristorante,maestro,865110,San Nicola dell'Alto,Sud,Calabria,Crotone,2026-07-16,91,246040
2754,bancomat,Bar,mastercard,329809,San Nicola dell'Alto,Sud,Calabria,Crotone,2026-07-17,74,144395
2755,carta fedelta,Stabilimento Balneare,visa,745831,San Nicola dell'Alto,Sud,Calabria,Crotone,2026-07-18,89,176175
2756,visa,Bar,visa,597632,San Nicola dell'Alto,Sud,Calabria,Crotone,2026-07-19,70,124730
2757,postepay,Ristorante,visa,295273,San Nicola dell'Alto,Sud,Calabria,Crotone,2026-07-20,28,127189
2758,paypal,Ristorante,mastercard,178151,San Nicola dell'Alto,Sud,Calabria,Crotone,2026-07-21,58,53018
2759,satispay,Hotel,paypal,959165,San Nicola dell'Alto,Sud,Calabria,Crotone,2026-07-22,6,263807
2760,contante,Bar,maestro,860238,San Calogero,Sud,Calabria,Crotone,2026-07-23,8,13544
2761,buono pasto,Pizzeria,postepay,722221,San Calogero,Sud,Calabria,Crotone,2026-07-24,96,245830
2762,maestro,Enoteca,paypal,656957,San Calogero,Sud,Calabria,Crotone,2026-07-25,37,16439
2763,mastercard,Hotel,postepay,585687,San Calogero,Sud,Calabria,Crotone,2026-07-26,100,26760
2764,bancomat,Hotel,satispay,645904,San Calogero,Sud,Calabria,Crotone,2026-07-27,6,89069
2765,carta fedelta,Bar,satispay,935650,San Calogero,Sud,Calabria,Crotone,2026-07-28,4,185766
2766,visa,Pasticceria,visa,983243,San Calogero,Sud,Calabria,Crotone,2026-07-29,23,138595
2767,postepay,Pasticceria,carta fedelta,796726,San Calogero,Sud,Calabria,Crotone,2026-07-30,8,172630
2768,paypal,Hotel,maestro,236759,San Calogero,Sud,Calabria,Crotone,2026-07-31,10,22911
2769,satispay,Pizzeria,visa,525494,San Calogero,Sud,Calabria,Crotone,2026-08-01,63,101037
2770,contante,Ristorante,paypal,389400,Custonaci,Isole,Sicilia,Trapani,2026-08-02,91,8302
2771,buono pasto,Pasticceria,contante,630095,Custonaci,Isole,Sicilia,Trapani,2026-08-03,30,23181
2772,maestro,Pizzeria,carta fedelta,504115,Custonaci,Isole,Sicilia,Trapani,2026-08-04,94,156231
2773,mastercard,Bar,buono pasto,144376,Custonaci,Isole,Sicilia,Trapani,2026-08-05,95,66237
2774,bancomat,Pizzeria,paypal,251635,Custonaci,Isole,Sicilia,Trapani,2026-08-06,98,93665
2775,carta fedelta,Ristorante,paypal,428111,Custonaci,Isole,Sicilia,Trapani,2026-08-07,59,103308
2776,visa,Hotel,visa,382796,Custonaci,Isole,Sicilia,Trapani,2026-08-08,10,28098
2777,postepay,Pasticceria,paypal,236961,Custonaci,Isole,Sicilia,Trapani,2026-08-09,76,1726
2778,paypal,Hotel,carta fedelta,83358,Custonaci,Isole,Sicilia,Trapani,2026-08-10,4,9599
2779,satispay,Bar,buono pasto,985027,Custonaci,Isole,Sicilia,Trapani,2026-08-11,60,193376
2780,contante,Stabilimento Balneare,satispay,574441,Salaparuta,Isole,Sicilia,Trapani,2026-08-12,81,268913
2781,buono pasto,Bar,visa,304443,Salaparuta,Isole,Sicilia,Trapani,2026-08-13,20,70140
2782,maestro,Pasticceria,postepay,861927,Salaparuta,Isole,Sicilia,Trapani,2026-08-14,31,320091
2783,mastercard,Hotel,carta fedelta,510074,Salaparuta,Isole,Sicilia,Trapani,2026-08-15,87,227899
2784,bancomat,Pasticceria,paypal,956358,Salaparuta,Isole,Sicilia,Trapani,2026-08-16,46,101733
2785,carta fedelta,Ristorante,maestro,696512,Salaparuta,Isole,Sicilia,Trapani,2026-08-17,44,151929
2786,visa,Enoteca,mastercard,678210,Salaparuta,Isole,Sicilia,Trapani,2026-08-18,7,317675
2787,postepay,Pizzeria,mastercard,304139,Salaparuta,Isole,Sicilia,Trapani,2026-08-19,77,100606
2788,paypal,Enoteca,contante,84651,Salaparuta,Isole,Sicilia,Trapani,2026-08-20,87,22444
2789,satispay,Bar,bancomat,929614,Salaparuta,Isole,Sicilia,Trapani,2026-08-21,63,174566
2790,contante,Pasticceria,postepay,334830,Carini,Isole,Sicilia,Palermo,2026-08-22,47,13946
2791,buono pasto,Bar,carta fedelta,573742,Carini,Isole,Sicilia,Palermo,2026-08-23,78,267721
2792,maestro,Pizzeria,carta fedelta,955303,Carini,Isole,Sicilia,Palermo,2026-08-24,36,128164
2793,mastercard,Enoteca,maestro,418872,Carini,Isole,Sicilia,Palermo,2026-08-25,4,11583
2794,bancomat,Pasticceria,bancomat,607693,Carini,Isole,Sicilia,Palermo,2026-08-26,62,177687
2795,carta fedelta,Enoteca,buono pasto,506631,Carini,Isole,Sicilia,Palermo,2026-08-27,37,187619
2796,visa,Bar,contante,241883,Carini,Isole,Sicilia,Palermo,2026-08-28,54,66501
2797,postepay,Enoteca,postepay,895317,Carini,Isole,Sicilia,Palermo,2026-08-29,61,355692
2798,paypal,Stabilimento Balneare,satispay,92645,Carini,Isole,Sicilia,Palermo,2026-08-30,97,42359
2799,satispay,Enoteca,bancomat,548914,Carini,Isole,Sicilia,Palermo,2026-08-31,77,42038
2800,contante,Stabilimento Balneare,bancomat,419153,Collesano,Isole,Sicilia,Palermo,2026-09-01,63,129960
2801,buono pasto,Ristorante,buono pasto,559121,Collesano,Isole,Sicilia,Palermo,2026-09-02,53,191963
2802,maestro,Stabilimento Balneare,maestro,98116,Collesano,Isole,Sicilia,Palermo,2026-09-03,39,20654
2803,mastercard,Enoteca,mastercard,442087,Collesano,Isole,Sicilia,Palermo,2026-09-04,2,143378
2804,bancomat,Hotel,mastercard,393361,Collesano,Isole,Sicilia,Palermo,2026-09-05,83,155641
2805,carta fedelta,Bar,mastercard,813587,Collesano,Isole,Sicilia,Palermo,2026-09-06,18,44178
2806,visa,Ristorante,mastercard,603069,Collesano,Isole,Sicilia,Palermo,2026-09-07,41,90524
2807,postepay,Ristorante,satispay,880710,Collesano,Isole,Sicilia,Palermo,2026-09-08,73,54244
2808,paypal,Hotel,satispay,744610,Collesano,Isole,Sicilia,Palermo,2026-09-09,60,58922
2809,satispay,Stabilimento Balneare,visa,240939,Collesano,Isole,Sicilia,Palermo,2026-09-10,8,115852
2810,contante,Pizzeria,buono pasto,909986,Prizzi,Isole,Sicilia,Palermo,2026-09-11,18,104603
2811,buono pasto,Stabilimento Balneare,visa,93963,Prizzi,Isole,Sicilia,Palermo,2026-09-12,3,31377
2812,maestro,Hotel,satispay,364957,Prizzi,Isole,Sicilia,Palermo,2026-09-13,60,165900
2813,mastercard,Pasticceria,carta fedelta,353548,Prizzi,Isole,Sicilia,Palermo,2026-09-14,64,33327
2814,bancomat,Pasticceria,carta fedelta,621745,Prizzi,Isole,Sicilia,Palermo,2026-09-15,94,159341
2815,carta fedelta,Stabilimento Balneare,contante,17856,Prizzi,Isole,Sicilia,Palermo,2026-09-16,78,1013
2816,visa,Ristorante,carta fedelta,427470,Prizzi,Isole,Sicilia,Palermo,2026-09-17,7,206666
2817,postepay,Ristorante,contante,1453,Prizzi,Isole,Sicilia,Palermo,2026-09-18,65,307
2818,paypal,Pizzeria,maestro,838865,Prizzi,Isole,Sicilia,Palermo,2026-09-19,91,272722
2819,satispay,Stabilimento Balneare,carta fedelta,255422,Prizzi,Isole,Sicilia,Palermo,2026-09-20,51,122626
2820,contante,Bar,satispay,321331,Ventimiglia di Sicilia,Isole,Sicilia,Palermo,2026-09-21,100,54966
2821,buono pasto,Pizzeria,satispay,733427,Ventimiglia di Sicilia,Isole,Sicilia,Palermo,2026-09-22,44,282169
2822,maestro,Bar,postepay,32630,Ventimiglia di Sicilia,Isole,Sicilia,Palermo,2026-09-23,34,4912
2823,mastercard,Ristorante,paypal,747297,Ventimiglia di Sicilia,Isole,Sicilia,Palermo,2026-09-24,34,60722
2824,bancomat,Stabilimento Balneare,buono pasto,244415,Ventimiglia di Sicilia,Isole,Sicilia,Palermo,2026-09-25,57,6139
2825,carta fedelta,Ristorante,buono pasto,924396,Ventimiglia di Sicilia,Isole,Sicilia,Palermo,2026-09-26,6,287722
2826,visa,Pizzeria,satispay,689986,Ventimiglia di Sicilia,Isole,Sicilia,Palermo,2026-09-27,38,161973
2827,postepay,Bar,carta fedelta,163811,Ventimiglia di Sicilia,Isole,Sicilia,Palermo,2026-09-28,25,24315
2828,paypal,Ristorante,mastercard,191196,Ventimiglia di Sicilia,Isole,Sicilia,Palermo,2026-09-29,58,81980
2829,satispay,Pasticceria,contante,845484,Ventimiglia di Sicilia,Isole,Sicilia,Palermo,2026-09-30,81,67391
2830,contante,Enoteca,satispay,487918,Fiumedinisi,Isole,Sicilia,Messina,2026-10-01,85,24587
2831,buono pasto,Enoteca,maestro,655510,Fiumedinisi,Isole,Sicilia,Messina,2026-10-02,65,229080
2832,maestro,Enoteca,bancomat,439751,Fiumedinisi,Isole,Sicilia,Messina,2026-10-03,76,158036
2833,mastercard,Bar,satispay,569896,Fiumedinisi,Isole,Sicilia,Messina,2026-10-04,41,162626
2834,bancomat,Pizzeria,visa,252480,Fiumedinisi,Isole,Sicilia,Messina,2026-10-05,94,13599
2835,carta fedelta,Pizzeria,contante,266366,Fiumedinisi,Isole,Sicilia,Messina,2026-10-06,7,36679
2836,visa,Stabilimento Balneare,maestro,595804,Fiumedinisi,Isole,Sicilia,Messina,2026-10-07,80,289630
2837,postepay,Ristorante,carta fedelta,646673,Fiumedinisi,Isole,Sicilia,Messina,2026-10-08,37,6350
2838,paypal,Enoteca,postepay,825362,Fiumedinisi,Isole,Sicilia,Messina,2026-10-09,20,318506
2839,satispay,Stabilimento Balneare,buono pasto,694605,Fiumedinisi,Isole,Sicilia,Messina,2026-10-10,49,256097
2840,contante,Hotel,contante,101325,Gioiosa Marea,Isole,Sicilia,Messina,2026-10-11,78,44312
2841,buono pasto,Pasticceria,maestro,902836,Gioiosa Marea,Isole,Sicilia,Messina,2026-10-12,59,447164
2842,maestro,Stabilimento Balneare,maestro,502822,Gioiosa Marea,Isole,Sicilia,Messina,2026-10-13,21,128076
2843,mastercard,Pizzeria,carta fedelta,792175,Gioiosa Marea,Isole,Sicilia,Messina,2026-10-14,8,16697
2844,bancomat,Hotel,postepay,324060,Gioiosa Marea,Isole,Sicilia,Messina,2026-10-15,41,102926
2845,carta fedelta,Hotel,buono pasto,466519,Gioiosa Marea,Isole,Sicilia,Messina,2026-10-16,7,125422
2846,visa,Stabilimento Balneare,contante,67077,Gioiosa Marea,Isole,Sicilia,Messina,2026-10-17,94,10851
2847,postepay,Stabilimento Balneare,carta fedelta,787110,Gioiosa Marea,Isole,Sicilia,Messina,2026-10-18,22,67407
2848,paypal,Hotel,maestro,245847,Gioiosa Marea,Isole,Sicilia,Messina,2026-10-19,86,29832
2849,satispay,Pasticceria,paypal,260287,Gioiosa Marea,Isole,Sicilia,Messina,2026-10-20,7,106317
2850,contante,Pasticceria,maestro,30328,Terme Vigliatore,Isole,Sicilia,Messina,2026-10-21,100,14406
2851,buono pasto,Pasticceria,postepay,92935,Terme Vigliatore,Isole,Sicilia,Messina,2026-10-22,32,45802
2852,maestro,Ristorante,carta fedelta,807986,Terme Vigliatore,Isole,Sicilia,Messina,2026-10-23,24,82870
2853,mastercard,Enoteca,visa,315448,Terme Vigliatore,Isole,Sicilia,Messina,2026-10-24,89,96483
2854,bancomat,Enoteca,visa,691034,Terme Vigliatore,Isole,Sicilia,Messina,2026-10-25,84,258490
2855,carta fedelta,Stabilimento Balneare,visa,849419,Terme Vigliatore,Isole,Sicilia,Messina,2026-10-26,57,278433
2856,visa,Stabilimento Balneare,postepay,624087,Terme Vigliatore,Isole,Sicilia,Messina,2026-10-27,78,49114
2857,postepay,Pizzeria,carta fedelta,299882,Terme Vigliatore,Isole,Sicilia,Messina,2026-10-28,76,121550
2858,paypal,Bar,carta fedelta,402297,Terme Vigliatore,Isole,Sicilia,Messina,2026-10-29,81,30900
2859,satispay,Ristorante,bancomat,354419,Terme Vigliatore,Isole,Sicilia,Messina,2026-10-30,44,42928
2860,contante,Pasticceria,buono pasto,865195,San Pietro Clarenza,Isole,Sicilia,Catania,2026-10-31,13,318144
2861,buono pasto,Hotel,contante,353172,San Pietro Clarenza,Isole,Sicilia,Catania,2026-11-01,28,11588
2862,maestro,Bar,paypal,2038,San Pietro Clarenza,Isole,Sicilia,Catania,2026-11-02,94,36
2863,mastercard,Stabilimento Balneare,satispay,247864,San Pietro Clarenza,Isole,Sicilia,Catania,2026-11-03,24,46266
2864,bancomat,Hotel,visa,403538,San Pietro Clarenza,Isole,Sicilia,Catania,2026-11-04,82,111913
2865,carta fedelta,Pizzeria,mastercard,948492,San Pietro Clarenza,Isole,Sicilia,Catania,2026-11-05,19,174024
2866,visa,Ristorante,carta fedelta,943357,San Pietro Clarenza,Isole,Sicilia,Catania,2026-11-06,91,440459
2867,postepay,Stabilimento Balneare,paypal,63560,San Pietro Clarenza,Isole,Sicilia,Catania,2026-11-07,63,28265
2868,paypal,Enoteca,postepay,77534,San Pietro Clarenza,Isole,Sicilia,Catania,2026-11-08,3,34551
2869,satispay,Bar,visa,266760,San Pietro Clarenza,Isole,Sicilia,Catania,2026-11-09,75,78212
2870,contante,Ristorante,carta fedelta,891131,Vizzini,Isole,Sicilia,Catania,2026-11-10,28,291198
2871,buono pasto,Pasticceria,mastercard,389206,Vizzini,Isole,Sicilia,Catania,2026-11-11,44,133999
2872,maestro,Ristorante,carta fedelta,277469,Vizzini,Isole,Sicilia,Catania,2026-11-12,51,32368
2873,mastercard,Hotel,satispay,229682,Vizzini,Isole,Sicilia,Catania,2026-11-13,95,77289
2874,bancomat,Stabilimento Balneare,paypal,958782,Vizzini,Isole,Sicilia,Catania,2026-11-14,51,331949
2875,carta fedelta,Stabilimento Balneare,contante,921464,Vizzini,Isole,Sicilia,Catania,2026-11-15,50,102681
2876,visa,Ristorante,postepay,978234,Vizzini,Isole,Sicilia,Catania,2026-11-16,3,221687
2877,postepay,Hotel,maestro,914400,Vizzini,Isole,Sicilia,Catania,2026-11-17,93,373920
2878,paypal,Ristorante,postepay,227256,Vizzini,Isole,Sicilia,Catania,2026-11-18,59,2175
2879,satispay,Pizzeria,postepay,603944,Vizzini,Isole,Sicilia,Catania,2026-11-19,22,130600
2880,contante,Pizzeria,mastercard,309474,Noto,Isole,Sicilia,Catania,2026-11-20,69,810
2881,buono pasto,Pasticceria,carta fedelta,319447,Noto,Isole,Sicilia,Catania,2026-11-21,80,78082
2882,maestro,Stabilimento Balneare,maestro,621726,Noto,Isole,Sicilia,Catania,2026-11-22,93,273504
2883,mastercard,Pasticceria,bancomat,944542,Noto,Isole,Sicilia,Catania,2026-11-23,65,76330
2884,bancomat,Enoteca,satispay,761590,Noto,Isole,Sicilia,Catania,2026-11-24,67,95915
2885,carta fedelta,Enoteca,mastercard,372374,Noto,Isole,Sicilia,Catania,2026-11-25,5,47868
2886,visa,Hotel,paypal,852745,Noto,Isole,Sicilia,Catania,2026-11-26,51,273984
2887,postepay,Enoteca,paypal,111569,Noto,Isole,Sicilia,Catania,2026-11-27,69,15776
2888,paypal,Pizzeria,carta fedelta,535668,Noto,Isole,Sicilia,Catania,2026-11-28,71,175263
2889,satispay,Ristorante,paypal,813566,Noto,Isole,Sicilia,Catania,2026-11-29,71,218137
2890,contante,Hotel,postepay,491504,Olmedo,Isole,Sardegna,Sassari,2026-11-30,39,27911
2891,buono pasto,Pasticceria,maestro,711500,Olmedo,Isole,Sardegna,Sassari,2026-12-01,64,172923
2892,maestro,Pasticceria,mastercard,588260,Olmedo,Isole,Sardegna,Sassari,2026-12-02,80,198342
2893,mastercard,Pasticceria,paypal,962786,Olmedo,Isole,Sardegna,Sassari,2026-12-03,66,197249
2894,bancomat,Enoteca,maestro,126455,Olmedo,Isole,Sardegna,Sassari,2026-12-04,9,8792
2895,carta fedelta,Ristorante,mastercard,598138,Olmedo,Isole,Sardegna,Sassari,2026-12-05,74,277659
2896,visa,Stabilimento Balneare,carta fedelta,38589,Olmedo,Isole,Sardegna,Sassari,2026-12-06,33,12975
2897,postepay,Hotel,satispay,355748,Olmedo,Isole,Sardegna,Sassari,2026-12-07,44,86269
2898,paypal,Hotel,postepay,996891,Olmedo,Isole,Sardegna,Sassari,2026-12-08,75,336226
2899,satispay,Stabilimento Balneare,postepay,833136,Olmedo,Isole,Sardegna,Sassari,2026-12-09,87,151983
2900,contante,Hotel,maestro,497104,Sassari,Isole,Sardegna,Sassari,2026-12-10,90,228559
2901,buono pasto,Bar,satispay,524448,Sassari,Isole,Sardegna,Sassari,2026-12-11,71,209284
2902,maestro,Stabilimento Balneare,carta fedelta,325828,Sassari,Isole,Sardegna,Sassari,2026-12-12,93,2718
2903,mastercard,Bar,bancomat,856485,Sassari,Isole,Sardegna,Sassari,2026-12-13,3,285483
2904,bancomat,Stabilimento Balneare,mastercard,936697,Sassari,Isole,Sardegna,Sassari,2026-12-14,91,48584
2905,carta fedelta,Bar,maestro,96359,Sassari,Isole,Sardegna,Sassari,2026-12-15,4,24970
2906,visa,Enoteca,bancomat,244616,Sassari,Isole,Sardegna,Sassari,2026-12-16,33,54547
2907,postepay,Hotel,mastercard,720058,Sassari,Isole,Sardegna,Sassari,2026-12-17,91,56236
2908,paypal,Stabilimento Balneare,satispay,139722,Sassari,Isole,Sardegna,Sassari,2026-12-18,35,30756
2909,satispay,Pasticceria,bancomat,294656,Sassari,Isole,Sardegna,Sassari,2026-12-19,29,89918
2910,contante,Pasticceria,maestro,365141,Thiesi,Isole,Sardegna,Sassari,2026-12-20,51,44844
2911,buono pasto,Hotel,mastercard,167072,Thiesi,Isole,Sardegna,Sassari,2026-12-21,32,70467
2912,maestro,Pasticceria,carta fedelta,221279,Thiesi,Isole,Sardegna,Sassari,2026-12-22,34,39328
2913,mastercard,Bar,contante,378930,Thiesi,Isole,Sardegna,Sassari,2026-12-23,66,121790
2914,bancomat,Pasticceria,contante,245601,Thiesi,Isole,Sardegna,Sassari,2026-12-24,54,4137
2915,carta fedelta,Hotel,mastercard,346357,Thiesi,Isole,Sardegna,Sassari,2026-12-25,78,3393
2916,visa,Pizzeria,paypal,105321,Thiesi,Isole,Sardegna,Sassari,2026-12-26,96,22156
2917,postepay,Hotel,paypal,429509,Thiesi,Isole,Sardegna,Sassari,2026-12-27,30,53593
2918,paypal,Ristorante,buono pasto,791134,Thiesi,Isole,Sardegna,Sassari,2026-12-28,9,171416
2919,satispay,Hotel,maestro,644152,Thiesi,Isole,Sardegna,Sassari,2026-12-29,19,74218
2920,contante,Hotel,satispay,24836,Atzara,Isole,Sardegna,Nuoro,2026-12-30,13,7142
2921,buono pasto,Pizzeria,mastercard,654389,Atzara,Isole,Sardegna,Nuoro,2026-12-31,86,144146
2922,maestro,Stabilimento Balneare,carta fedelta,864072,Atzara,Isole,Sardegna,Nuoro,2027-01-01,23,353071
2923,mastercard,Stabilimento Balneare,maestro,213304,Atzara,Isole,Sardegna,Nuoro,2027-01-02,35,101618
2924,bancomat,Pasticceria,bancomat,57403,Atzara,Isole,Sardegna,Nuoro,2027-01-03,68,7346
2925,carta fedelta,Bar,satispay,622880,Atzara,Isole,Sardegna,Nuoro,2027-01-04,70,179500
2926,visa,Enoteca,satispay,680248,Atzara,Isole,Sardegna,Nuoro,2027-01-05,20,252275
2927,postepay,Pizzeria,paypal,139316,Atzara,Isole,Sardegna,Nuoro,2027-01-06,71,49301
2928,paypal,Pizzeria,bancomat,81291,Atzara,Isole,Sardegna,Nuoro,2027-01-07,89,30074
2929,satispay,Hotel,buono pasto,369772,Atzara,Isole,Sardegna,Nuoro,2027-01-08,86,9221
2930,contante,Bar,maestro,645480,Onanì,Isole,Sardegna,Nuoro,2027-01-09,70,151322
2931,buono pasto,Pasticceria,satispay,509148,Onanì,Isole,Sardegna,Nuoro,2027-01-10,35,214630
2932,maestro,Hotel,satispay,854013,Onanì,Isole,Sardegna,Nuoro,2027-01-11,65,132462
2933,mastercard,Stabilimento Balneare,carta fedelta,689548,Onanì,Isole,Sardegna,Nuoro,2027-01-12,51,239668
2934,bancomat,Stabilimento Balneare,satispay,904482,Onanì,Isole,Sardegna,Nuoro,2027-01-13,69,191748
2935,carta fedelta,Hotel,postepay,312879,Onanì,Isole,Sardegna,Nuoro,2027-01-14,52,103980
2936,visa,Ristorante,buono pasto,260034,Onanì,Isole,Sardegna,Nuoro,2027-01-15,47,121965
2937,postepay,Pizzeria,paypal,571594,Onanì,Isole,Sardegna,Nuoro,2027-01-16,45,147467
2938,paypal,Stabilimento Balneare,buono pasto,692515,Onanì,Isole,Sardegna,Nuoro,2027-01-17,92,114738
2939,satispay,Hotel,satispay,691795,Onanì,Isole,Sardegna,Nuoro,2027-01-18,89,75630
2940,contante,Hotel,carta fedelta,184274,Milis,Isole,Sardegna,Oristano,2027-01-19,57,29038
2941,buono pasto,Hotel,paypal,228286,Milis,Isole,Sardegna,Oristano,2027-01-20,65,85512
2942,maestro,Stabilimento Balneare,maestro,619411,Milis,Isole,Sardegna,Oristano,2027-01-21,84,263904
2943,mastercard,Stabilimento Balneare,contante,919784,Milis,Isole,Sardegna,Oristano,2027-01-22,73,365465
2944,bancomat,Stabilimento Balneare,satispay,924861,Milis,Isole,Sardegna,Oristano,2027-01-23,48,296718
2945,carta fedelta,Pizzeria,mastercard,539236,Milis,Isole,Sardegna,Oristano,2027-01-24,18,102036
2946,visa,Pasticceria,bancomat,741603,Milis,Isole,Sardegna,Oristano,2027-01-25,97,67592
2947,postepay,Pizzeria,bancomat,955447,Milis,Isole,Sardegna,Oristano,2027-01-26,4,382853
2948,paypal,Hotel,maestro,610728,Milis,Isole,Sardegna,Oristano,2027-01-27,48,157364
2949,satispay,Pizzeria,visa,639830,Milis,Isole,Sardegna,Oristano,2027-01-28,64,315993
2950,contante,Stabilimento Balneare,postepay,196511,Norbello,Isole,Sardegna,Oristano,2027-01-29,76,31076
2951,buono pasto,Stabilimento Balneare,postepay,411148,Norbello,Isole,Sardegna,Oristano,2027-01-30,62,112642
2952,maestro,Bar,contante,351665,Norbello,Isole,Sardegna,Oristano,2027-01-31,82,12958
2953,mastercard,Pasticceria,satispay,874822,Norbello,Isole,Sardegna,Oristano,2027-02-01,79,137732
2954,bancomat,Pasticceria,satispay,224151,Norbello,Isole,Sardegna,Oristano,2027-02-02,63,94642
2955,carta fedelta,Pizzeria,buono pasto,639401,Norbello,Isole,Sardegna,Oristano,2027-02-03,60,21515
2956,visa,Enoteca,maestro,229884,Norbello,Isole,Sardegna,Oristano,2027-02-04,81,87621
2957,postepay,Ristorante,maestro,289686,Norbello,Isole,Sardegna,Oristano,2027-02-05,56,142194
2958,paypal,Pasticceria,visa,646161,Norbello,Isole,Sardegna,Oristano,2027-02-06,37,311879
2959,satispay,Stabilimento Balneare,buono pasto,812098,Norbello,Isole,Sardegna,Oristano,2027-02-07,50,158172
2960,contante,Bar,postepay,597997,Sini,Isole,Sardegna,Oristano,2027-02-08,72,264986
2961,buono pasto,Ristorante,carta fedelta,152510,Sini,Isole,Sardegna,Oristano,2027-02-09,89,1316
2962,maestro,Stabilimento Balneare,visa,836133,Sini,Isole,Sardegna,Oristano,2027-02-10,43,136692
2963,mastercard,Ristorante,bancomat,13235,Sini,Isole,Sardegna,Oristano,2027-02-11,58,3635
2964,bancomat,Ristorante,visa,362300,Sini,Isole,Sardegna,Oristano,2027-02-12,30,134281
2965,carta fedelta,Hotel,maestro,242888,Sini,Isole,Sardegna,Oristano,2027-02-13,77,98837
